Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Region,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Previous Purchases,Payment Method,Frequency of Purchases, Frequency Per Year
2333,36,Male,Scarf,Accessories,53,South Carolina,South,XL,Olive,Fall,2.6,No,Store Pickup,10,Venmo,Monthly,12
2334,33,Male,Shirt,Clothing,77,Kansas,Midwest,M,Beige,Spring,3.8,No,Next Day Air,1,PayPal,Quarterly,4
2335,49,Male,Boots,Footwear,79,Kansas,Midwest,L,Green,Summer,4.2,No,Standard,7,Credit Card,Monthly,12
2336,31,Male,Coat,Outerwear,37,Idaho,West,M,Black,Summer,3.9,No,Store Pickup,10,Venmo,Fortnightly,26
2337,19,Male,Belt,Accessories,94,California,West,M,Green,Winter,3.1,No,Free Shipping,11,Credit Card,Weekly,52
2338,39,Male,Boots,Footwear,76,North Dakota,Midwest,S,Violet,Fall,3.6,No,Store Pickup,5,Cash,Annually,1
2339,66,Male,Sneakers,Footwear,68,Georgia,South,S,Silver,Fall,4,No,Express,21,PayPal,Quarterly,4
2340,25,Male,Shirt,Clothing,65,Illinois,Midwest,L,Maroon,Spring,3.4,No,Next Day Air,24,Bank Transfer,Quarterly,4
2341,63,Male,Blouse,Clothing,24,Delaware,South,M,Cyan,Summer,2.6,No,Standard,37,Credit Card,Fortnightly,26
2342,56,Male,Jacket,Outerwear,31,Connecticut,Northeast,L,Teal,Summer,4.5,No,Express,22,Venmo,Quarterly,4
2343,20,Male,Skirt,Clothing,89,Tennessee,South,M,Olive,Fall,4.9,No,Standard,16,Debit Card,Fortnightly,26
2344,58,Male,Socks,Clothing,49,Maryland,South,M,Red,Summer,4.4,No,2-Day Shipping,44,PayPal,Monthly,12
2345,34,Male,Sandals,Footwear,92,Rhode Island,Northeast,XL,Lavender,Fall,3.5,No,Express,14,Venmo,Bi-Weekly,104
2346,28,Male,T-shirt,Clothing,32,New York,Northeast,S,Orange,Winter,3.3,No,Express,23,Bank Transfer,Quarterly,4
2347,22,Male,Jacket,Outerwear,67,New Mexico,West,L,Brown,Winter,3.1,No,Standard,46,Debit Card,Fortnightly,26
2348,37,Male,Belt,Accessories,64,California,West,S,Gray,Fall,4.2,No,Express,46,Cash,Quarterly,4
2349,54,Male,Shoes,Footwear,84,Maine,Northeast,M,Orange,Spring,4.9,No,Next Day Air,16,PayPal,Quarterly,4
2350,65,Male,Blouse,Clothing,34,New York,Northeast,M,Orange,Fall,3.9,No,Standard,40,Credit Card,Quarterly,4
2351,57,Male,Shoes,Footwear,26,Hawaii,West,M,Turquoise,Winter,4.2,No,Free Shipping,21,Cash,Annually,1
2352,38,Male,Sweater,Clothing,50,New Hampshire,Northeast,S,Cyan,Fall,4.9,No,Store Pickup,25,PayPal,Bi-Weekly,104
2353,70,Male,Boots,Footwear,46,Nebraska,Midwest,M,Yellow,Fall,2.8,No,Store Pickup,25,Bank Transfer,Quarterly,4
2354,56,Male,Handbag,Accessories,71,Montana,West,M,White,Fall,4.1,No,Standard,25,Debit Card,Quarterly,4
2355,56,Male,Blouse,Clothing,78,Wisconsin,Midwest,M,Blue,Summer,4.8,No,Next Day Air,27,Venmo,Monthly,12
2356,22,Male,Skirt,Clothing,35,Tennessee,South,S,Purple,Winter,4.1,No,Next Day Air,12,Cash,Monthly,12
2357,57,Male,Backpack,Accessories,58,Montana,West,M,Gray,Summer,3,No,Free Shipping,27,Debit Card,Quarterly,4
2358,53,Male,Shirt,Clothing,67,Michigan,Midwest,L,Cyan,Fall,4.2,No,2-Day Shipping,40,Credit Card,Bi-Weekly,104
2359,53,Male,Sweater,Clothing,93,Texas,South,L,Pink,Spring,3.8,No,Standard,38,Credit Card,Quarterly,4
2360,19,Male,Scarf,Accessories,81,Pennsylvania,Northeast,S,Gold,Spring,3.3,No,2-Day Shipping,44,Bank Transfer,Quarterly,4
2361,49,Male,Handbag,Accessories,80,New York,Northeast,L,Silver,Fall,4.7,No,2-Day Shipping,27,Venmo,Quarterly,4
2362,44,Male,Scarf,Accessories,64,Alabama,South,M,Gray,Spring,4.3,No,2-Day Shipping,30,Credit Card,Quarterly,4
2363,27,Male,Jeans,Clothing,41,Virginia,South,M,Brown,Fall,2.7,No,Standard,24,Credit Card,Monthly,12
2364,60,Male,Socks,Clothing,79,Pennsylvania,Northeast,XL,Pink,Winter,4.2,No,Express,38,Cash,Bi-Weekly,104
2365,62,Male,Sunglasses,Accessories,60,Mississippi,South,L,Maroon,Winter,4.2,No,Free Shipping,4,PayPal,Quarterly,4
2366,52,Male,Sneakers,Footwear,91,Wyoming,West,S,Peach,Winter,2.5,No,Next Day Air,32,Venmo,Monthly,12
2367,30,Male,Shoes,Footwear,66,New Mexico,West,L,Brown,Winter,3.6,No,Express,32,Credit Card,Fortnightly,26
2368,66,Male,Socks,Clothing,85,North Dakota,Midwest,L,Green,Winter,3.4,No,Standard,28,Bank Transfer,Bi-Weekly,104
2369,29,Male,Sunglasses,Accessories,38,New Jersey,Northeast,M,Lavender,Summer,3.3,No,Standard,6,Debit Card,Quarterly,4
2370,24,Male,Sweater,Clothing,23,Vermont,Northeast,M,Cyan,Winter,4.6,No,Standard,24,PayPal,Monthly,12
2371,51,Male,Shoes,Footwear,71,Alaska,West,M,Black,Spring,3.9,No,Store Pickup,38,Venmo,Weekly,52
2372,67,Male,Socks,Clothing,25,Indiana,Midwest,M,Charcoal,Winter,3.7,No,Next Day Air,28,Debit Card,Annually,1
2373,50,Male,Boots,Footwear,39,Alabama,South,XL,Silver,Spring,3.1,No,Express,9,PayPal,Fortnightly,26
2374,37,Male,Hoodie,Clothing,20,Michigan,Midwest,M,Gray,Spring,4.9,No,Express,21,Debit Card,Quarterly,4
2375,69,Male,Gloves,Accessories,73,Washington,West,L,Peach,Winter,4.7,No,Standard,31,Debit Card,Monthly,12
2376,60,Male,Backpack,Accessories,63,Virginia,South,L,Peach,Fall,2.9,No,Next Day Air,18,Credit Card,Quarterly,4
2377,21,Male,Gloves,Accessories,94,Tennessee,South,XL,Cyan,Spring,4.1,No,Express,5,Cash,Weekly,52
2378,44,Male,Blouse,Clothing,94,South Dakota,Midwest,L,Magenta,Fall,4,No,Next Day Air,22,Cash,Annually,1
2379,26,Male,Scarf,Accessories,71,New Hampshire,Northeast,L,Teal,Summer,2.7,No,Store Pickup,37,PayPal,Bi-Weekly,104
2380,40,Male,Hat,Accessories,77,South Dakota,Midwest,M,Peach,Spring,4,No,2-Day Shipping,22,Debit Card,Monthly,12
2381,41,Male,Scarf,Accessories,66,Pennsylvania,Northeast,M,Black,Fall,2.5,No,Next Day Air,36,PayPal,Fortnightly,26
2382,62,Male,Sandals,Footwear,23,Wisconsin,Midwest,M,Teal,Summer,4.5,No,Free Shipping,23,PayPal,Annually,1
2383,39,Male,Sweater,Clothing,60,California,West,M,Turquoise,Spring,3.9,No,Express,44,Debit Card,Weekly,52
2384,53,Male,Backpack,Accessories,72,Rhode Island,Northeast,L,Gold,Spring,4.9,No,2-Day Shipping,25,Bank Transfer,Annually,1
2385,24,Male,Blouse,Clothing,35,Alabama,South,L,Green,Winter,3.3,No,2-Day Shipping,40,PayPal,Quarterly,4
2386,41,Male,Scarf,Accessories,31,Oklahoma,South,M,Brown,Fall,3.8,No,Express,12,PayPal,Weekly,52
2387,19,Male,Socks,Clothing,33,Illinois,Midwest,L,Blue,Summer,2.9,No,Standard,14,Venmo,Monthly,12
2388,36,Male,Hat,Accessories,95,Tennessee,South,M,Gold,Summer,4,No,2-Day Shipping,14,Debit Card,Monthly,12
2389,21,Male,Dress,Clothing,68,Alabama,South,M,Peach,Fall,4.1,No,Store Pickup,10,Debit Card,Annually,1
2390,25,Male,Coat,Outerwear,87,Kansas,Midwest,M,Violet,Spring,3.1,No,Store Pickup,17,Bank Transfer,Quarterly,4
2391,65,Male,Shirt,Clothing,64,Arizona,West,XL,Yellow,Winter,4.6,No,Express,24,Debit Card,Fortnightly,26
2392,42,Male,Shirt,Clothing,74,Michigan,Midwest,M,Black,Winter,4.6,No,Next Day Air,31,Bank Transfer,Quarterly,4
2393,40,Male,Jeans,Clothing,62,Missouri,Midwest,L,Silver,Spring,2.6,No,2-Day Shipping,36,Cash,Annually,1
2394,58,Male,Socks,Clothing,97,Louisiana,South,M,Brown,Winter,5,No,2-Day Shipping,38,PayPal,Quarterly,4
2395,40,Male,Sandals,Footwear,47,Connecticut,Northeast,L,Peach,Fall,2.9,No,2-Day Shipping,23,Debit Card,Fortnightly,26
2396,62,Male,Blouse,Clothing,83,Connecticut,Northeast,M,Cyan,Winter,3.5,No,2-Day Shipping,47,PayPal,Bi-Weekly,104
2397,38,Male,Shirt,Clothing,82,Oregon,West,M,Olive,Spring,3.7,No,2-Day Shipping,20,Venmo,Weekly,52
2398,37,Male,Sunglasses,Accessories,26,West Virginia,South,L,Black,Fall,2.9,No,Store Pickup,41,Venmo,Monthly,12
2399,65,Male,Jacket,Outerwear,81,Florida,South,M,Orange,Winter,4.3,No,Free Shipping,44,Bank Transfer,Fortnightly,26
2400,55,Male,Dress,Clothing,44,New Hampshire,Northeast,L,Beige,Spring,3.2,No,Store Pickup,31,Cash,Monthly,12
2401,43,Male,Sunglasses,Accessories,88,Oregon,West,M,Peach,Winter,4.2,No,Next Day Air,11,Credit Card,Bi-Weekly,104
2402,43,Male,Boots,Footwear,76,Oregon,West,M,Pink,Winter,4.2,No,Standard,25,PayPal,Bi-Weekly,104
2403,45,Male,Scarf,Accessories,89,Utah,West,M,Brown,Winter,3.8,No,Free Shipping,31,Cash,Weekly,52
2404,64,Male,Shorts,Clothing,22,Missouri,Midwest,M,Magenta,Fall,4.4,No,Standard,40,Debit Card,Weekly,52
2405,28,Male,Shorts,Clothing,33,West Virginia,South,L,Cyan,Winter,3.1,No,2-Day Shipping,23,Credit Card,Bi-Weekly,104
2406,69,Male,Jeans,Clothing,97,California,West,XL,Silver,Fall,5,No,Standard,5,Debit Card,Quarterly,4
2407,54,Male,Scarf,Accessories,57,California,West,M,Indigo,Winter,4.7,No,Standard,26,PayPal,Weekly,52
2408,52,Male,Shorts,Clothing,38,Illinois,Midwest,M,Beige,Summer,3,No,Express,11,Credit Card,Bi-Weekly,104
2409,23,Male,Sneakers,Footwear,55,Hawaii,West,XL,Black,Fall,4.2,No,Next Day Air,44,Debit Card,Quarterly,4
2410,26,Male,Jewelry,Accessories,37,Washington,West,L,Yellow,Spring,3,No,Store Pickup,47,Cash,Quarterly,4
2411,48,Male,Shoes,Footwear,43,Wisconsin,Midwest,M,Maroon,Summer,3.7,No,Free Shipping,46,PayPal,Monthly,12
2412,49,Male,Hoodie,Clothing,96,Virginia,South,M,Cyan,Summer,2.7,No,Free Shipping,35,Cash,Quarterly,4
2413,53,Male,Jacket,Outerwear,51,Oregon,West,M,Pink,Winter,4.3,No,2-Day Shipping,8,Bank Transfer,Bi-Weekly,104
2414,69,Male,Shorts,Clothing,95,Pennsylvania,Northeast,XL,Violet,Fall,2.7,No,2-Day Shipping,30,Bank Transfer,Weekly,52
2415,26,Male,Socks,Clothing,26,Virginia,South,M,Lavender,Summer,3.7,No,Next Day Air,14,Credit Card,Bi-Weekly,104
2416,21,Male,Coat,Outerwear,34,Hawaii,West,XL,Lavender,Fall,4.3,No,Standard,30,Bank Transfer,Weekly,52
2417,59,Male,Sandals,Footwear,83,Nebraska,Midwest,S,Black,Summer,4,No,Next Day Air,26,Credit Card,Quarterly,4
2418,21,Male,Backpack,Accessories,24,Alaska,West,M,Olive,Fall,3.3,No,Standard,32,Venmo,Fortnightly,26
2419,22,Male,Pants,Clothing,69,Michigan,Midwest,S,Indigo,Fall,4,No,Next Day Air,47,Cash,Quarterly,4
2420,26,Male,Sweater,Clothing,40,North Carolina,South,M,Blue,Fall,2.7,No,Next Day Air,11,Credit Card,Quarterly,4
2421,41,Male,Jacket,Outerwear,87,North Carolina,South,S,Green,Winter,4.2,No,Free Shipping,28,PayPal,Annually,1
2422,37,Male,Sneakers,Footwear,46,Minnesota,Midwest,L,Pink,Spring,4.6,No,Standard,2,Debit Card,Quarterly,4
2423,30,Male,Jewelry,Accessories,82,Georgia,South,M,Peach,Winter,4.8,No,Store Pickup,45,Credit Card,Weekly,52
2424,49,Male,Backpack,Accessories,81,West Virginia,South,M,Purple,Summer,2.8,No,Free Shipping,7,Credit Card,Quarterly,4
2425,49,Male,Jewelry,Accessories,57,Delaware,South,M,Peach,Winter,4.5,No,Next Day Air,28,Bank Transfer,Bi-Weekly,104
2426,58,Male,Shoes,Footwear,49,North Dakota,Midwest,S,Olive,Summer,3,No,2-Day Shipping,34,Bank Transfer,Quarterly,4
2427,70,Male,Jacket,Outerwear,42,Florida,South,M,Olive,Fall,4.6,No,Free Shipping,26,Debit Card,Quarterly,4
2428,27,Male,Jacket,Outerwear,26,Oregon,West,M,Purple,Spring,3.3,No,Standard,45,Cash,Quarterly,4
2429,65,Male,T-shirt,Clothing,38,Idaho,West,M,Violet,Spring,4.4,No,Next Day Air,34,Debit Card,Annually,1
2430,57,Male,Sneakers,Footwear,57,Virginia,South,XL,Maroon,Summer,4.4,No,Standard,47,Credit Card,Fortnightly,26
2431,20,Male,Jacket,Outerwear,100,North Dakota,Midwest,XL,White,Summer,4.3,No,Express,42,Cash,Quarterly,4
2432,34,Male,Hoodie,Clothing,73,Alabama,South,S,Olive,Fall,3.4,No,Express,27,Bank Transfer,Quarterly,4
2433,59,Male,Jacket,Outerwear,66,Hawaii,West,M,Peach,Winter,2.8,No,Store Pickup,43,Venmo,Monthly,12
2434,54,Male,T-shirt,Clothing,73,Oregon,West,M,Blue,Spring,3.4,No,Standard,16,Cash,Bi-Weekly,104
2435,36,Male,Gloves,Accessories,45,Utah,West,M,Brown,Spring,5,No,Store Pickup,40,Credit Card,Monthly,12
2436,21,Male,Sneakers,Footwear,27,Hawaii,West,S,Black,Fall,4.5,No,Free Shipping,29,Cash,Bi-Weekly,104
2437,52,Male,T-shirt,Clothing,24,Connecticut,Northeast,M,Yellow,Fall,2.7,No,Store Pickup,38,Credit Card,Quarterly,4
2438,43,Male,Sneakers,Footwear,59,Wyoming,West,XL,Magenta,Winter,3.4,No,Store Pickup,34,Credit Card,Weekly,52
2439,32,Male,Jeans,Clothing,20,Delaware,South,S,Cyan,Winter,3.4,No,Express,30,Venmo,Weekly,52
2440,55,Male,Handbag,Accessories,44,Arkansas,South,M,Maroon,Summer,2.8,No,Standard,45,Bank Transfer,Annually,1
2441,31,Male,Socks,Clothing,90,Indiana,Midwest,M,Red,Spring,4.7,No,Standard,47,Bank Transfer,Annually,1
2442,45,Male,Jewelry,Accessories,36,California,West,M,Black,Fall,4.7,No,Free Shipping,5,Credit Card,Monthly,12
2443,53,Male,Blouse,Clothing,95,Wyoming,West,L,Violet,Winter,4.7,No,Free Shipping,50,Debit Card,Bi-Weekly,104
2444,24,Male,Backpack,Accessories,30,South Dakota,Midwest,M,Green,Spring,3.4,No,2-Day Shipping,24,Bank Transfer,Bi-Weekly,104
2445,47,Male,Scarf,Accessories,65,West Virginia,South,S,Gold,Fall,3.7,No,Express,15,Debit Card,Bi-Weekly,104
2446,63,Male,Scarf,Accessories,96,Tennessee,South,M,Brown,Summer,4.1,No,Store Pickup,50,Cash,Weekly,52
2447,38,Male,Shirt,Clothing,65,Alaska,West,L,Peach,Spring,2.9,No,2-Day Shipping,7,Credit Card,Monthly,12
2448,59,Male,Pants,Clothing,47,South Dakota,Midwest,L,Peach,Fall,3.2,No,Store Pickup,10,Venmo,Fortnightly,26
2449,54,Male,Hat,Accessories,25,Tennessee,South,S,Violet,Fall,3,No,Free Shipping,38,PayPal,Bi-Weekly,104
2450,26,Male,Coat,Outerwear,56,Alabama,South,S,Violet,Fall,4.1,No,Express,31,Venmo,Fortnightly,26
2451,68,Male,T-shirt,Clothing,76,North Carolina,South,M,Magenta,Fall,4.5,No,Standard,7,Venmo,Quarterly,4
2452,41,Male,Socks,Clothing,60,Oklahoma,South,M,Purple,Fall,3.4,No,Store Pickup,27,Venmo,Monthly,12
2453,68,Male,Shirt,Clothing,67,New York,Northeast,L,Purple,Winter,4.1,No,Express,45,Bank Transfer,Quarterly,4
2454,21,Male,Sweater,Clothing,95,Iowa,Midwest,XL,Cyan,Spring,4.6,No,Store Pickup,13,Cash,Annually,1
2455,32,Male,Gloves,Accessories,72,Alaska,West,M,Magenta,Winter,4.6,No,Express,33,Venmo,Annually,1
2456,20,Male,Belt,Accessories,98,Alaska,West,L,Lavender,Spring,3.4,No,Express,25,Cash,Quarterly,4
2457,59,Male,Jeans,Clothing,83,Nebraska,Midwest,M,Green,Winter,3.3,No,2-Day Shipping,5,PayPal,Monthly,12
2458,53,Male,Handbag,Accessories,37,Delaware,South,M,Maroon,Fall,3.6,No,2-Day Shipping,23,Cash,Quarterly,4
2459,66,Male,T-shirt,Clothing,85,Texas,South,L,Turquoise,Fall,4.6,No,Free Shipping,17,Bank Transfer,Weekly,52
2460,47,Male,Socks,Clothing,36,Missouri,Midwest,L,Violet,Fall,4.3,No,2-Day Shipping,14,Cash,Weekly,52
2461,58,Male,Jeans,Clothing,36,Maine,Northeast,S,Lavender,Winter,4,No,Store Pickup,28,Credit Card,Annually,1
2462,28,Male,Scarf,Accessories,86,Pennsylvania,Northeast,L,Red,Summer,4.8,No,Next Day Air,19,Credit Card,Weekly,52
2463,68,Male,Pants,Clothing,99,Missouri,Midwest,XL,Orange,Spring,4.3,No,Standard,31,Bank Transfer,Bi-Weekly,104
2464,60,Male,Blouse,Clothing,21,Mississippi,South,XL,Indigo,Summer,3.3,No,Standard,25,Cash,Bi-Weekly,104
2465,47,Male,Jacket,Outerwear,84,Hawaii,West,L,Teal,Winter,2.8,No,Express,4,Cash,Bi-Weekly,104
2466,18,Male,Sandals,Footwear,63,Texas,South,M,Brown,Spring,4.4,No,Free Shipping,20,Bank Transfer,Weekly,52
2467,32,Male,Shorts,Clothing,84,South Dakota,Midwest,S,Pink,Summer,3.7,No,Express,37,Cash,Annually,1
2468,27,Male,Shorts,Clothing,72,New Jersey,Northeast,M,Lavender,Spring,3.6,No,Express,28,Credit Card,Annually,1
2469,65,Male,Skirt,Clothing,21,Connecticut,Northeast,L,Cyan,Winter,3.7,No,2-Day Shipping,6,Venmo,Weekly,52
2470,68,Male,Sandals,Footwear,92,Maryland,South,M,Yellow,Fall,5,No,Standard,27,PayPal,Annually,1
2471,55,Male,Blouse,Clothing,72,Arizona,West,XL,Pink,Fall,2.7,No,Next Day Air,29,Credit Card,Fortnightly,26
2472,30,Male,Sandals,Footwear,83,Oklahoma,South,M,Gray,Spring,4.3,No,Store Pickup,1,Cash,Annually,1
2473,24,Male,Shirt,Clothing,73,Utah,West,M,Peach,Summer,4.1,No,Standard,31,Credit Card,Annually,1
2474,57,Male,Socks,Clothing,98,Arkansas,South,M,Red,Winter,2.6,No,Next Day Air,28,Cash,Quarterly,4
2475,23,Male,T-shirt,Clothing,76,North Carolina,South,M,Olive,Fall,3.2,No,Store Pickup,19,Bank Transfer,Quarterly,4
2476,69,Male,Dress,Clothing,43,California,West,S,Lavender,Summer,3.5,No,Next Day Air,36,Venmo,Monthly,12
2477,60,Male,Hat,Accessories,60,Colorado,West,M,Turquoise,Summer,3.7,No,Next Day Air,28,Cash,Monthly,12
2478,25,Male,Gloves,Accessories,40,California,West,L,Turquoise,Spring,3.8,No,2-Day Shipping,29,PayPal,Weekly,52
2479,18,Male,Socks,Clothing,93,Vermont,Northeast,S,Maroon,Winter,4.8,No,2-Day Shipping,9,Bank Transfer,Quarterly,4
2480,37,Male,Dress,Clothing,98,Kansas,Midwest,S,Olive,Fall,4.2,No,Standard,26,Credit Card,Quarterly,4
2481,61,Male,Socks,Clothing,91,Ohio,Midwest,XL,Maroon,Summer,2.9,No,Next Day Air,7,Credit Card,Fortnightly,26
2482,41,Male,Belt,Accessories,92,New Jersey,Northeast,XL,Cyan,Fall,2.9,No,Free Shipping,35,Debit Card,Weekly,52
2483,69,Male,Handbag,Accessories,87,Arizona,West,S,Peach,Winter,4.8,No,Next Day Air,46,Credit Card,Quarterly,4
2484,32,Male,Skirt,Clothing,96,Arizona,West,S,Teal,Fall,2.9,No,Standard,8,Debit Card,Monthly,12
2485,60,Male,Hoodie,Clothing,97,New Hampshire,Northeast,M,Green,Summer,4.8,No,2-Day Shipping,50,Cash,Quarterly,4
2486,43,Male,Blouse,Clothing,55,Louisiana,South,M,Beige,Spring,4.6,No,2-Day Shipping,37,Bank Transfer,Annually,1
2487,61,Male,Jeans,Clothing,58,Texas,South,L,Magenta,Spring,4.4,No,Store Pickup,6,Credit Card,Fortnightly,26
2488,57,Male,Boots,Footwear,21,Montana,West,L,Violet,Spring,3,No,Next Day Air,16,PayPal,Bi-Weekly,104
2489,56,Male,Handbag,Accessories,82,New Hampshire,Northeast,XL,Charcoal,Summer,4.4,No,Express,30,PayPal,Monthly,12
2490,66,Male,Coat,Outerwear,34,South Dakota,Midwest,M,Green,Winter,3.9,No,Express,50,Venmo,Quarterly,4
2491,52,Male,Blouse,Clothing,78,Montana,West,M,Gray,Spring,4,No,Free Shipping,5,Cash,Quarterly,4
2492,63,Male,Handbag,Accessories,47,North Carolina,South,M,Magenta,Spring,2.5,No,Express,15,Bank Transfer,Monthly,12
2493,50,Male,Sunglasses,Accessories,96,South Dakota,Midwest,S,Silver,Summer,4.1,No,Next Day Air,34,Bank Transfer,Bi-Weekly,104
2494,21,Male,Socks,Clothing,23,Maine,Northeast,S,Beige,Fall,4.8,No,2-Day Shipping,6,Venmo,Quarterly,4
2495,42,Male,Shoes,Footwear,27,Oklahoma,South,S,Peach,Winter,2.6,No,Store Pickup,26,Debit Card,Annually,1
2496,40,Male,Backpack,Accessories,37,Nebraska,Midwest,XL,Orange,Spring,3.1,No,Free Shipping,34,Credit Card,Quarterly,4
2497,67,Male,Scarf,Accessories,79,Illinois,Midwest,S,Yellow,Summer,3.2,No,Store Pickup,37,Credit Card,Weekly,52
2498,35,Male,Backpack,Accessories,40,Colorado,West,M,Violet,Summer,4.2,No,Standard,28,Bank Transfer,Annually,1
2499,18,Male,Coat,Outerwear,39,Massachusetts,Northeast,S,Green,Fall,2.6,No,Next Day Air,38,Cash,Fortnightly,26
2500,52,Male,Hoodie,Clothing,73,Louisiana,South,L,Pink,Summer,3.1,No,Next Day Air,2,Cash,Quarterly,4
2501,59,Male,Gloves,Accessories,84,Massachusetts,Northeast,M,Violet,Fall,2.9,No,Store Pickup,32,Cash,Bi-Weekly,104
2502,49,Male,Shorts,Clothing,94,West Virginia,South,M,Violet,Fall,4.6,No,Free Shipping,30,Venmo,Bi-Weekly,104
2503,46,Male,Skirt,Clothing,47,Idaho,West,L,Pink,Spring,4.1,No,Standard,17,PayPal,Quarterly,4
2504,69,Male,Boots,Footwear,77,Ohio,Midwest,M,Violet,Summer,2.5,No,Store Pickup,5,Debit Card,Bi-Weekly,104
2505,56,Male,Shorts,Clothing,94,Rhode Island,Northeast,M,Turquoise,Winter,4,No,Store Pickup,31,Cash,Bi-Weekly,104
2506,27,Male,Handbag,Accessories,75,Illinois,Midwest,M,Cyan,Summer,3.5,No,Express,43,PayPal,Quarterly,4
2507,57,Male,Dress,Clothing,82,New York,Northeast,XL,Orange,Spring,4.4,No,Free Shipping,19,Venmo,Annually,1
2508,58,Male,Shoes,Footwear,36,Louisiana,South,M,Cyan,Fall,2.9,No,Store Pickup,32,Credit Card,Quarterly,4
2509,23,Male,Sneakers,Footwear,90,California,West,XL,Indigo,Spring,3.1,No,2-Day Shipping,5,Debit Card,Bi-Weekly,104
2510,19,Male,Socks,Clothing,48,Washington,West,M,Black,Spring,4.4,No,Free Shipping,9,Bank Transfer,Quarterly,4
2511,40,Male,Jacket,Outerwear,42,South Dakota,Midwest,L,Purple,Winter,4.4,No,Standard,48,Credit Card,Weekly,52
2512,54,Male,Backpack,Accessories,33,Idaho,West,M,Cyan,Summer,2.7,No,Store Pickup,1,PayPal,Quarterly,4
2513,50,Male,Socks,Clothing,63,North Dakota,Midwest,M,Green,Summer,4.9,No,Free Shipping,20,Credit Card,Monthly,12
2514,69,Male,Handbag,Accessories,53,Washington,West,L,Teal,Winter,3.5,No,2-Day Shipping,42,Cash,Annually,1
2515,42,Male,Hat,Accessories,37,Alaska,West,L,Teal,Spring,4.8,No,Free Shipping,45,PayPal,Bi-Weekly,104
2516,37,Male,Blouse,Clothing,92,Kansas,Midwest,M,Magenta,Summer,4.2,No,2-Day Shipping,41,Cash,Monthly,12
2517,46,Male,Shorts,Clothing,73,Utah,West,XL,Brown,Spring,4.6,No,Standard,36,Debit Card,Quarterly,4
2518,64,Male,Shirt,Clothing,38,Wyoming,West,L,Orange,Spring,2.9,No,Standard,10,Venmo,Annually,1
2519,20,Male,Boots,Footwear,51,Maine,Northeast,XL,Blue,Fall,4,No,Store Pickup,31,Venmo,Annually,1
2520,40,Male,Jacket,Outerwear,90,Michigan,Midwest,L,Magenta,Spring,4.9,No,Standard,21,Credit Card,Quarterly,4
2521,64,Male,Jacket,Outerwear,56,Illinois,Midwest,L,Magenta,Summer,3.1,No,Next Day Air,16,Cash,Quarterly,4
2522,29,Male,Handbag,Accessories,33,Minnesota,Midwest,M,Magenta,Fall,4.4,No,Standard,18,PayPal,Quarterly,4
2523,20,Male,Belt,Accessories,53,Massachusetts,Northeast,S,Olive,Winter,2.5,No,2-Day Shipping,20,Debit Card,Weekly,52
2524,43,Male,Handbag,Accessories,24,New Jersey,Northeast,S,Cyan,Spring,3.4,No,Express,21,Bank Transfer,Annually,1
2525,60,Male,Coat,Outerwear,59,Kansas,Midwest,M,Purple,Spring,3.7,No,Express,23,Credit Card,Quarterly,4
2526,39,Male,Sweater,Clothing,72,Kentucky,South,M,Purple,Winter,4.2,No,Standard,20,PayPal,Weekly,52
2527,47,Male,Shorts,Clothing,28,Rhode Island,Northeast,S,Peach,Spring,3.4,No,Express,30,PayPal,Bi-Weekly,104
2528,19,Male,Pants,Clothing,36,Illinois,Midwest,M,Gold,Fall,3.6,No,Express,33,Bank Transfer,Quarterly,4
2529,52,Male,Jewelry,Accessories,47,Alabama,South,S,Peach,Fall,4.7,No,2-Day Shipping,31,Debit Card,Monthly,12
2530,34,Male,Gloves,Accessories,62,Tennessee,South,M,Magenta,Spring,4.7,No,Next Day Air,48,Bank Transfer,Monthly,12
2531,25,Male,Skirt,Clothing,98,Massachusetts,Northeast,S,Cyan,Spring,3.6,No,Free Shipping,28,Debit Card,Weekly,52
2532,43,Male,Sandals,Footwear,28,Texas,South,M,Violet,Summer,4.6,No,Free Shipping,7,Cash,Quarterly,4
2533,55,Male,Socks,Clothing,86,Nebraska,Midwest,S,Charcoal,Summer,2.6,No,Next Day Air,4,Debit Card,Weekly,52
2534,66,Male,Jewelry,Accessories,46,Pennsylvania,Northeast,S,Blue,Summer,3.1,No,Standard,49,Cash,Bi-Weekly,104
2535,41,Male,Sunglasses,Accessories,42,Virginia,South,XL,Red,Fall,3.2,No,Free Shipping,22,Cash,Weekly,52
2536,47,Male,Coat,Outerwear,80,Vermont,Northeast,S,Purple,Winter,3.9,No,Express,39,Bank Transfer,Fortnightly,26
2537,51,Male,Belt,Accessories,39,Oklahoma,South,L,Gray,Spring,4.9,No,Express,45,PayPal,Quarterly,4
2538,44,Male,Coat,Outerwear,49,Maine,Northeast,M,Purple,Summer,4.1,No,2-Day Shipping,30,PayPal,Fortnightly,26
2539,18,Male,Scarf,Accessories,32,New Jersey,Northeast,M,Silver,Summer,4.2,No,Next Day Air,33,Credit Card,Bi-Weekly,104
2540,33,Male,Sandals,Footwear,73,Massachusetts,Northeast,M,Purple,Fall,4.1,No,Next Day Air,24,Cash,Bi-Weekly,104
